transaction_id,date,customer_id,product_name,category,quantity,unit_price,total_amount,region,sales_rep,quarter,month,year,discount_percent
TXN_908903,2024-06-25,Customer_004,Tool Lite,Electronics,1,262.94,262.94,East,David Wilson,Q2,June,2024,1.3
TXN_180813,2025-09-22,Customer_064,Tool Pro,Accessories,1,609.31,609.31,West,Eva Brown,Q3,September,2025,0.0
TXN_485548,2025-02-16,Customer_021,Tool Pro,Electronics,5,49.75,248.75,East,Alice Johnson,Q1,February,2025,0.0
TXN_339499,2025-08-14,Customer_095,Tool Lite,Electronics,2,76.06,152.12,Central,Alice Johnson,Q3,August,2025,17.3
TXN_481657,2024-05-31,Customer_050,Widget A,Tools,4,111.86,447.44,South,Bob Smith,Q2,May,2024,0.0
TXN_876644,2023-10-30,Customer_084,Tool Pro,Accessories,2,34.82,69.63,West,Bob Smith,Q4,October,2023,0.0
TXN_384434,2024-11-23,Customer_010,Tool Lite,Tools,6,112.41,674.45,Central,Carol Davis,Q4,November,2024,13.5
TXN_943409,2023-11-16,Customer_067,Widget B,Electronics,1,437.42,437.42,North,David Wilson,Q4,November,2023,9.3
TXN_190581,2024-07-09,Customer_071,Gadget X,Tools,1,2022.76,2022.76,West,Alice Johnson,Q3,July,2024,0.0
TXN_875501,2024-07-18,Customer_080,Tool Pro,Tools,2,741.86,1483.72,South,David Wilson,Q3,July,2024,0.0
TXN_673108,2025-02-10,Customer_098,Widget B,Accessories,1,1477.72,1477.72,South,Bob Smith,Q1,February,2025,8.2
TXN_766833,2024-05-19,Customer_089,Tool Pro,Tools,5,51.85,259.27,North,Carol Davis,Q2,May,2024,13.1
TXN_655550,2024-08-03,Customer_031,Widget A,Electronics,4,86.81,347.25,West,David Wilson,Q3,August,2024,0.0
TXN_197545,2024-02-16,Customer_006,Tool Lite,Tools,2,275.75,551.51,South,Eva Brown,Q1,February,2024,0.0
TXN_189026,2024-10-09,Customer_075,Gadget Y,Accessories,2,36.96,73.91,North,Eva Brown,Q4,October,2024,16.4
TXN_165308,2023-12-09,Customer_056,Tool Pro,Accessories,2,144.38,288.76,South,Bob Smith,Q4,December,2023,17.0
TXN_442099,2024-10-30,Customer_041,Tool Lite,Accessories,4,189.81,759.24,West,Carol Davis,Q4,October,2024,18.9
TXN_262959,2024-02-10,Customer_014,Tool Pro,Electronics,7,175.4,1227.79,South,David Wilson,Q1,February,2024,0.0
TXN_475691,2024-11-13,Customer_099,Widget A,Accessories,4,289.91,1159.63,South,David Wilson,Q4,November,2024,0.0
TXN_265271,2024-06-21,Customer_088,Widget A,Electronics,2,35.1,70.21,East,Eva Brown,Q2,June,2024,16.7
TXN_845702,2024-08-24,Customer_032,Widget B,Electronics,1,207.53,207.53,East,David Wilson,Q3,August,2024,0.0
TXN_959926,2025-08-17,Customer_023,Gadget X,Tools,3,205.28,615.84,North,David Wilson,Q3,August,2025,0.0
TXN_361989,2025-04-15,Customer_013,Tool Lite,Accessories,3,19.98,59.94,West,Alice Johnson,Q2,April,2025,0.0
TXN_164664,2024-02-14,Customer_100,Widget A,Electronics,3,48.06,144.17,South,Bob Smith,Q1,February,2024,8.0
TXN_188121,2025-08-26,Customer_075,Tool Lite,Accessories,3,66.98,200.94,Central,Carol Davis,Q3,August,2025,0.0
TXN_307356,2023-12-09,Customer_083,Widget A,Electronics,1,361.85,361.85,West,Bob Smith,Q4,December,2023,16.9
TXN_583388,2024-08-28,Customer_007,Widget A,Electronics,1,134.54,134.54,South,Eva Brown,Q3,August,2024,0.0
TXN_501320,2024-11-01,Customer_088,Gadget Y,Electronics,4,91.31,365.24,West,Bob Smith,Q4,November,2024,0.0
TXN_567676,2024-04-02,Customer_020,Gadget X,Tools,6,61.24,367.44,North,Eva Brown,Q2,April,2024,0.0
TXN_623125,2024-06-01,Customer_053,Tool Lite,Tools,3,94.68,284.05,Central,David Wilson,Q2,June,2024,5.6
TXN_773870,2024-02-11,Customer_068,Gadget Y,Electronics,4,319.39,1277.55,South,Eva Brown,Q1,February,2024,0.0
TXN_602985,2024-10-19,Customer_070,Tool Lite,Tools,1,2103.76,2103.76,West,Carol Davis,Q4,October,2024,0.0
TXN_383572,2025-02-19,Customer_024,Gadget X,Tools,4,22.85,91.41,North,Carol Davis,Q1,February,2025,0.0
TXN_947935,2023-10-24,Customer_061,Gadget X,Electronics,5,33.97,169.86,Central,Carol Davis,Q4,October,2023,0.0
TXN_359896,2024-05-19,Customer_085,Widget B,Electronics,2,424.6,849.19,South,Carol Davis,Q2,May,2024,0.0
TXN_987624,2023-11-20,Customer_050,Widget B,Accessories,1,3717.15,3717.15,East,Bob Smith,Q4,November,2023,11.9
TXN_129576,2025-09-07,Customer_091,Gadget X,Accessories,6,662.43,3974.56,East,Eva Brown,Q3,September,2025,0.0
TXN_668458,2025-04-22,Customer_040,Widget B,Tools,3,29.92,89.75,South,David Wilson,Q2,April,2025,1.1
TXN_652021,2025-06-01,Customer_062,Widget B,Electronics,5,49.86,249.31,North,Carol Davis,Q2,June,2025,0.0
TXN_851763,2024-04-17,Customer_023,Widget B,Tools,3,41.63,124.89,East,Alice Johnson,Q2,April,2024,11.7
TXN_482614,2024-02-16,Customer_010,Widget A,Accessories,7,697.07,4879.52,East,David Wilson,Q1,February,2024,0.0
TXN_243079,2024-09-02,Customer_021,Gadget X,Tools,2,154.03,308.06,West,David Wilson,Q3,September,2024,0.0
TXN_827250,2024-03-20,Customer_079,Tool Lite,Accessories,2,292.15,584.3,East,Bob Smith,Q1,March,2024,0.0
TXN_869649,2024-03-21,Customer_089,Gadget Y,Tools,4,5.33,21.32,East,Bob Smith,Q1,March,2024,0.0
TXN_992083,2025-09-11,Customer_099,Tool Pro,Tools,2,114.51,229.02,Central,Alice Johnson,Q3,September,2025,6.4
TXN_693022,2025-06-11,Customer_014,Widget B,Accessories,1,101.53,101.53,West,Bob Smith,Q2,June,2025,0.0
TXN_435039,2023-12-12,Customer_022,Widget B,Tools,1,306.97,306.97,North,Carol Davis,Q4,December,2023,0.0
TXN_826847,2024-06-21,Customer_009,Widget B,Electronics,4,237.54,950.15,East,Carol Davis,Q2,June,2024,0.0
TXN_559507,2023-09-25,Customer_094,Widget A,Tools,3,270.02,810.06,West,Bob Smith,Q3,September,2023,0.0
TXN_672547,2025-02-09,Customer_049,Gadget Y,Tools,1,737.03,737.03,North,David Wilson,Q1,February,2025,0.0
TXN_336540,2025-05-07,Customer_021,Tool Lite,Accessories,1,62.59,62.59,West,Alice Johnson,Q2,May,2025,0.0
TXN_434198,2023-10-28,Customer_034,Gadget X,Electronics,3,18.4,55.19,North,Alice Johnson,Q4,October,2023,0.0
TXN_178645,2024-10-12,Customer_071,Widget B,Accessories,1,291.06,291.06,North,Carol Davis,Q4,October,2024,0.0
TXN_132498,2025-06-13,Customer_056,Gadget Y,Accessories,3,247.15,741.45,South,Eva Brown,Q2,June,2025,0.0
TXN_447177,2024-03-02,Customer_027,Widget A,Electronics,2,120.16,240.32,South,David Wilson,Q1,March,2024,0.0
TXN_395198,2025-03-30,Customer_039,Gadget X,Accessories,5,27.78,138.9,South,Alice Johnson,Q1,March,2025,11.4
TXN_478356,2025-02-07,Customer_001,Widget B,Electronics,4,152.32,609.28,West,Alice Johnson,Q1,February,2025,13.2
TXN_201698,2025-05-30,Customer_004,Gadget Y,Electronics,5,23.37,116.83,South,Bob Smith,Q2,May,2025,0.0
TXN_423331,2023-12-16,Customer_051,Gadget Y,Electronics,5,24.31,121.55,West,David Wilson,Q4,December,2023,0.0
TXN_670557,2024-06-21,Customer_050,Widget A,Accessories,3,294.0,881.99,South,Carol Davis,Q2,June,2024,0.0
TXN_146784,2024-10-06,Customer_034,Widget B,Tools,1,394.87,394.87,West,David Wilson,Q4,October,2024,16.7
TXN_888775,2025-04-23,Customer_090,Widget A,Electronics,1,156.41,156.41,North,Alice Johnson,Q2,April,2025,0.0
TXN_338564,2025-03-31,Customer_071,Gadget Y,Accessories,2,107.84,215.68,North,David Wilson,Q1,March,2025,0.0
TXN_597889,2024-11-25,Customer_074,Tool Pro,Accessories,1,798.88,798.88,South,David Wilson,Q4,November,2024,7.9
TXN_641922,2023-10-29,Customer_074,Tool Pro,Accessories,1,966.7,966.7,Central,Bob Smith,Q4,October,2023,15.1
TXN_947732,2024-03-19,Customer_025,Widget B,Electronics,3,56.5,169.5,South,Alice Johnson,Q1,March,2024,0.0
TXN_962520,2025-08-23,Customer_081,Gadget Y,Electronics,4,91.8,367.19,South,Eva Brown,Q3,August,2025,18.2
TXN_683390,2023-12-01,Customer_051,Widget A,Tools,5,127.3,636.48,Central,Carol Davis,Q4,December,2023,0.0
TXN_924758,2025-03-09,Customer_090,Gadget Y,Electronics,6,79.35,476.07,Central,Eva Brown,Q1,March,2025,0.0
TXN_256911,2024-11-26,Customer_019,Widget A,Tools,2,115.91,231.82,Central,Eva Brown,Q4,November,2024,0.0
TXN_917411,2024-01-04,Customer_013,Widget A,Accessories,3,161.77,485.31,East,Eva Brown,Q1,January,2024,0.0
TXN_786594,2024-11-17,Customer_063,Gadget X,Tools,2,162.0,323.99,Central,Eva Brown,Q4,November,2024,0.0
TXN_250840,2024-03-18,Customer_080,Gadget X,Tools,4,64.1,256.4,Central,David Wilson,Q1,March,2024,17.8
TXN_151685,2024-08-28,Customer_096,Tool Lite,Electronics,4,344.82,1379.29,West,Carol Davis,Q3,August,2024,0.0
TXN_426053,2023-10-14,Customer_036,Gadget X,Tools,4,102.87,411.47,West,Alice Johnson,Q4,October,2023,0.0
TXN_879850,2024-05-14,Customer_057,Widget B,Tools,3,54.56,163.69,East,Carol Davis,Q2,May,2024,0.0
TXN_297064,2025-06-04,Customer_057,Tool Lite,Electronics,1,56.43,56.43,South,David Wilson,Q2,June,2025,0.0
TXN_640299,2025-03-05,Customer_021,Gadget X,Electronics,2,227.21,454.42,North,Carol Davis,Q1,March,2025,0.0
TXN_696296,2024-11-10,Customer_004,Widget B,Accessories,4,73.02,292.1,South,Bob Smith,Q4,November,2024,0.0
TXN_134677,2024-04-16,Customer_059,Widget A,Electronics,4,37.31,149.25,North,Carol Davis,Q2,April,2024,0.0
TXN_629663,2024-06-30,Customer_051,Gadget X,Tools,3,192.5,577.5,North,Alice Johnson,Q2,June,2024,9.8
TXN_715388,2024-12-23,Customer_071,Widget B,Tools,3,358.5,1075.51,East,Carol Davis,Q4,December,2024,17.9
TXN_128783,2025-08-29,Customer_050,Widget A,Tools,2,223.34,446.69,North,Bob Smith,Q3,August,2025,0.0
TXN_336047,2024-04-30,Customer_087,Widget B,Accessories,4,474.72,1898.88,South,Carol Davis,Q2,April,2024,0.0
TXN_109330,2025-03-02,Customer_061,Widget A,Accessories,3,111.95,335.85,South,Bob Smith,Q1,March,2025,0.0
TXN_737894,2023-10-02,Customer_040,Widget B,Tools,1,514.89,514.89,East,David Wilson,Q4,October,2023,0.0
TXN_328808,2024-09-15,Customer_060,Gadget Y,Tools,2,127.35,254.7,East,Eva Brown,Q3,September,2024,0.0
TXN_107704,2024-11-03,Customer_066,Tool Pro,Electronics,6,17.75,106.48,East,Eva Brown,Q4,November,2024,0.0
TXN_817659,2025-06-08,Customer_014,Gadget X,Tools,1,80.09,80.09,West,Alice Johnson,Q2,June,2025,0.0
TXN_390334,2024-07-03,Customer_034,Tool Lite,Tools,3,58.08,174.25,East,Bob Smith,Q3,July,2024,15.3
TXN_792616,2023-11-21,Customer_041,Tool Pro,Tools,3,431.57,1294.72,South,Alice Johnson,Q4,November,2023,0.0
TXN_524252,2024-07-22,Customer_050,Gadget X,Tools,5,252.32,1261.62,North,Eva Brown,Q3,July,2024,0.0
TXN_861842,2025-05-01,Customer_092,Widget B,Tools,3,58.34,175.01,South,Eva Brown,Q2,May,2025,0.0
TXN_631958,2025-01-23,Customer_039,Tool Lite,Tools,2,1043.26,2086.52,South,Eva Brown,Q1,January,2025,2.0
TXN_860413,2024-02-02,Customer_072,Tool Lite,Tools,3,199.66,598.99,South,Carol Davis,Q1,February,2024,0.0
TXN_880360,2024-05-08,Customer_040,Gadget X,Electronics,2,108.77,217.54,West,Carol Davis,Q2,May,2024,0.0
TXN_992562,2025-05-15,Customer_016,Gadget X,Tools,7,37.52,262.63,West,Alice Johnson,Q2,May,2025,0.0
TXN_174675,2025-05-13,Customer_061,Tool Pro,Accessories,2,545.05,1090.09,South,Eva Brown,Q2,May,2025,13.6
TXN_156688,2025-03-19,Customer_020,Gadget X,Tools,7,67.82,474.73,South,Bob Smith,Q1,March,2025,0.0
TXN_431752,2025-04-29,Customer_092,Gadget Y,Electronics,3,140.16,420.47,South,Alice Johnson,Q2,April,2025,0.0
TXN_765320,2025-07-01,Customer_008,Widget B,Tools,3,541.24,1623.72,North,David Wilson,Q3,July,2025,15.2
TXN_613358,2024-03-14,Customer_098,Tool Pro,Electronics,1,1960.09,1960.09,North,Bob Smith,Q1,March,2024,0.0
TXN_549865,2025-07-03,Customer_062,Gadget Y,Tools,3,38.51,115.54,West,Alice Johnson,Q3,July,2025,4.0
TXN_893612,2024-10-10,Customer_068,Widget A,Tools,1,738.42,738.42,South,Alice Johnson,Q4,October,2024,0.0
TXN_337256,2025-06-26,Customer_089,Tool Lite,Electronics,1,2634.84,2634.84,East,Carol Davis,Q2,June,2025,7.7
TXN_168458,2025-05-18,Customer_006,Gadget X,Electronics,3,73.53,220.59,East,Carol Davis,Q2,May,2025,0.0
TXN_454245,2025-03-09,Customer_056,Tool Pro,Accessories,6,36.88,221.28,South,Carol Davis,Q1,March,2025,0.0
TXN_272892,2025-02-06,Customer_052,Gadget X,Electronics,3,403.25,1209.74,North,Bob Smith,Q1,February,2025,19.7
TXN_718337,2024-04-27,Customer_065,Tool Lite,Electronics,2,55.53,111.06,South,Alice Johnson,Q2,April,2024,0.0
TXN_771425,2025-07-21,Customer_033,Widget A,Tools,1,221.91,221.91,Central,Eva Brown,Q3,July,2025,19.9
TXN_976735,2025-08-01,Customer_003,Widget A,Accessories,6,44.76,268.53,North,Alice Johnson,Q3,August,2025,0.0
TXN_365015,2024-10-17,Customer_061,Widget A,Accessories,6,133.56,801.37,South,Bob Smith,Q4,October,2024,0.0
TXN_541315,2025-06-30,Customer_085,Widget A,Tools,2,47.26,94.52,North,Eva Brown,Q2,June,2025,12.1
TXN_636435,2024-02-11,Customer_093,Gadget Y,Electronics,2,111.6,223.21,Central,Alice Johnson,Q1,February,2024,15.7
TXN_309452,2025-02-14,Customer_100,Widget B,Accessories,6,3.98,23.87,East,Eva Brown,Q1,February,2025,0.0
TXN_409698,2024-09-24,Customer_021,Tool Lite,Tools,4,98.45,393.78,North,Eva Brown,Q3,September,2024,0.0
TXN_446663,2024-04-23,Customer_031,Tool Lite,Tools,1,456.93,456.93,North,Alice Johnson,Q2,April,2024,0.0
TXN_618105,2024-01-15,Customer_020,Tool Pro,Accessories,2,148.7,297.4,North,Eva Brown,Q1,January,2024,14.5
TXN_578938,2024-06-12,Customer_038,Tool Lite,Electronics,1,108.81,108.81,East,David Wilson,Q2,June,2024,16.3
TXN_940534,2023-11-03,Customer_087,Gadget X,Tools,6,29.51,177.07,East,David Wilson,Q4,November,2023,0.0
TXN_993385,2023-12-30,Customer_018,Widget A,Electronics,3,42.3,126.9,South,Carol Davis,Q4,December,2023,0.0
TXN_868677,2024-12-15,Customer_012,Tool Pro,Tools,7,23.74,166.15,East,Carol Davis,Q4,December,2024,8.0
TXN_823415,2025-01-03,Customer_062,Gadget X,Tools,4,489.18,1956.71,West,Bob Smith,Q1,January,2025,13.9
TXN_536236,2023-11-23,Customer_076,Widget B,Electronics,2,384.64,769.29,West,Eva Brown,Q4,November,2023,0.0
TXN_917012,2024-03-27,Customer_046,Tool Pro,Tools,2,798.48,1596.96,Central,Alice Johnson,Q1,March,2024,0.0
TXN_218423,2024-02-04,Customer_053,Gadget Y,Tools,7,72.07,504.49,West,Alice Johnson,Q1,February,2024,13.1
TXN_650311,2023-10-06,Customer_099,Tool Lite,Accessories,2,314.08,628.15,Central,Eva Brown,Q4,October,2023,19.1
TXN_821673,2024-09-04,Customer_090,Tool Pro,Accessories,5,184.49,922.47,Central,Alice Johnson,Q3,September,2024,0.0
TXN_795951,2024-06-04,Customer_087,Gadget Y,Tools,2,380.11,760.22,West,Bob Smith,Q2,June,2024,0.0
TXN_112210,2025-04-17,Customer_083,Tool Pro,Electronics,3,220.26,660.79,South,Eva Brown,Q2,April,2025,0.0
TXN_887931,2025-02-12,Customer_063,Widget B,Electronics,4,17.68,70.74,East,Bob Smith,Q1,February,2025,0.0
TXN_333524,2024-07-04,Customer_071,Widget A,Accessories,4,70.58,282.3,West,David Wilson,Q3,July,2024,0.0
TXN_940183,2023-12-13,Customer_074,Gadget Y,Tools,2,30.44,60.89,West,Alice Johnson,Q4,December,2023,0.0
TXN_621533,2024-12-24,Customer_096,Gadget X,Electronics,4,392.77,1571.08,North,Alice Johnson,Q4,December,2024,0.0
TXN_100177,2023-10-30,Customer_012,Tool Pro,Accessories,3,399.58,1198.75,Central,Eva Brown,Q4,October,2023,0.0
TXN_786393,2025-02-25,Customer_086,Tool Pro,Electronics,1,123.52,123.52,West,Carol Davis,Q1,February,2025,0.0
TXN_448098,2023-11-18,Customer_072,Widget B,Tools,3,20.71,62.14,Central,Eva Brown,Q4,November,2023,0.0
TXN_574514,2025-07-27,Customer_015,Gadget X,Accessories,2,212.48,424.95,North,Bob Smith,Q3,July,2025,7.1
TXN_647341,2025-07-03,Customer_048,Gadget X,Accessories,3,66.54,199.61,North,Alice Johnson,Q3,July,2025,0.0
TXN_878579,2025-02-09,Customer_093,Widget B,Accessories,5,114.75,573.73,West,Alice Johnson,Q1,February,2025,3.9
TXN_579247,2024-01-25,Customer_025,Gadget Y,Electronics,1,1476.15,1476.15,East,Alice Johnson,Q1,January,2024,0.0
TXN_717413,2023-11-10,Customer_016,Tool Lite,Accessories,3,85.27,255.81,West,David Wilson,Q4,November,2023,0.0
TXN_104548,2025-02-21,Customer_068,Widget B,Tools,2,42.75,85.5,North,Eva Brown,Q1,February,2025,0.0
TXN_919023,2025-05-15,Customer_023,Gadget Y,Accessories,4,108.98,435.93,Central,Bob Smith,Q2,May,2025,0.0
TXN_789461,2024-02-02,Customer_077,Widget A,Tools,2,70.47,140.94,Central,Carol Davis,Q1,February,2024,0.0
TXN_826155,2024-10-21,Customer_098,Gadget Y,Accessories,3,69.31,207.93,South,Carol Davis,Q4,October,2024,0.0
TXN_943890,2024-09-09,Customer_018,Gadget X,Tools,4,58.38,233.53,South,David Wilson,Q3,September,2024,0.0
TXN_674416,2025-03-01,Customer_041,Gadget X,Accessories,5,43.04,215.22,Central,Bob Smith,Q1,March,2025,12.5
TXN_805034,2024-07-17,Customer_017,Tool Lite,Tools,3,207.23,621.7,South,Eva Brown,Q3,July,2024,0.0
TXN_221011,2025-07-07,Customer_098,Gadget X,Accessories,6,14.46,86.79,East,Eva Brown,Q3,July,2025,0.0
TXN_537757,2025-04-30,Customer_087,Tool Lite,Accessories,4,64.15,256.59,Central,Carol Davis,Q2,April,2025,0.0
TXN_211642,2024-11-29,Customer_004,Widget A,Accessories,4,125.54,502.14,West,Bob Smith,Q4,November,2024,1.1
TXN_816586,2024-06-23,Customer_033,Widget B,Tools,3,91.94,275.83,South,Alice Johnson,Q2,June,2024,0.0
TXN_133875,2024-07-22,Customer_046,Widget B,Accessories,3,112.96,338.88,West,Alice Johnson,Q3,July,2024,0.0
TXN_335203,2025-08-15,Customer_096,Tool Lite,Accessories,3,618.83,1856.49,Central,David Wilson,Q3,August,2025,15.7
TXN_796772,2025-09-05,Customer_007,Gadget X,Accessories,3,535.31,1605.92,West,David Wilson,Q3,September,2025,0.0
TXN_156415,2025-08-25,Customer_002,Gadget X,Accessories,2,92.12,184.24,East,Bob Smith,Q3,August,2025,0.0
TXN_838857,2024-12-20,Customer_091,Widget B,Accessories,4,65.73,262.91,East,Eva Brown,Q4,December,2024,0.0
TXN_302897,2025-06-02,Customer_038,Widget B,Accessories,4,166.23,664.93,West,Bob Smith,Q2,June,2025,0.0
TXN_870786,2023-12-09,Customer_066,Widget B,Electronics,2,294.28,588.57,North,David Wilson,Q4,December,2023,5.6
TXN_712353,2024-06-20,Customer_033,Widget B,Electronics,3,266.32,798.97,North,Carol Davis,Q2,June,2024,0.0
TXN_438302,2024-02-29,Customer_077,Widget A,Electronics,5,52.36,261.79,North,Eva Brown,Q1,February,2024,0.0
TXN_676884,2024-07-28,Customer_046,Gadget Y,Accessories,3,51.36,154.08,North,Carol Davis,Q3,July,2024,0.0
TXN_924451,2024-03-30,Customer_065,Tool Pro,Electronics,3,788.05,2364.14,South,David Wilson,Q1,March,2024,0.0
TXN_331942,2024-11-10,Customer_028,Widget A,Tools,1,376.56,376.56,East,Carol Davis,Q4,November,2024,0.0
TXN_597923,2024-05-04,Customer_072,Tool Pro,Accessories,3,20.71,62.12,North,Alice Johnson,Q2,May,2024,0.0
TXN_743512,2024-12-23,Customer_080,Widget B,Accessories,1,149.29,149.29,South,Alice Johnson,Q4,December,2024,0.0
TXN_504620,2024-08-17,Customer_033,Gadget Y,Electronics,1,636.85,636.85,Central,Carol Davis,Q3,August,2024,10.3
TXN_567200,2024-10-11,Customer_063,Tool Pro,Accessories,3,444.62,1333.87,North,Carol Davis,Q4,October,2024,0.0
TXN_186345,2024-04-08,Customer_013,Gadget X,Accessories,2,283.41,566.83,South,Eva Brown,Q2,April,2024,0.0
TXN_802897,2025-06-26,Customer_081,Widget A,Electronics,6,7.87,47.24,South,David Wilson,Q2,June,2025,0.0
TXN_877388,2024-04-21,Customer_100,Tool Pro,Accessories,4,180.43,721.71,West,Alice Johnson,Q2,April,2024,0.0
TXN_851690,2024-02-28,Customer_043,Widget A,Tools,4,234.03,936.11,North,Alice Johnson,Q1,February,2024,3.6
TXN_702891,2024-06-07,Customer_030,Tool Pro,Electronics,4,17.79,71.18,East,David Wilson,Q2,June,2024,0.0
TXN_431773,2025-06-30,Customer_003,Gadget Y,Tools,2,75.12,150.23,West,Alice Johnson,Q2,June,2025,0.0
TXN_166309,2025-07-11,Customer_097,Tool Lite,Accessories,1,550.95,550.95,Central,Alice Johnson,Q3,July,2025,0.0
TXN_211291,2023-12-07,Customer_038,Gadget X,Accessories,2,695.78,1391.56,East,Eva Brown,Q4,December,2023,15.3
TXN_962057,2024-12-15,Customer_085,Gadget Y,Tools,1,919.79,919.79,North,David Wilson,Q4,December,2024,4.4
TXN_764845,2024-10-28,Customer_019,Tool Pro,Tools,1,297.64,297.64,East,Carol Davis,Q4,October,2024,0.0
TXN_248241,2023-10-05,Customer_016,Tool Pro,Accessories,3,57.3,171.91,North,Alice Johnson,Q4,October,2023,0.0
TXN_189261,2024-10-31,Customer_040,Tool Pro,Accessories,4,38.15,152.6,South,Carol Davis,Q4,October,2024,18.1
TXN_292930,2025-03-01,Customer_029,Widget B,Electronics,4,40.14,160.54,Central,Carol Davis,Q1,March,2025,3.6
TXN_583671,2025-04-26,Customer_083,Widget A,Accessories,3,6.75,20.24,Central,Alice Johnson,Q2,April,2025,1.3
TXN_708798,2024-01-02,Customer_063,Widget B,Accessories,2,161.92,323.83,East,Carol Davis,Q1,January,2024,13.1
TXN_173199,2024-01-04,Customer_025,Gadget X,Accessories,3,165.96,497.87,East,David Wilson,Q1,January,2024,0.0
TXN_827143,2025-06-16,Customer_075,Tool Lite,Tools,2,72.07,144.14,South,Eva Brown,Q2,June,2025,0.0
TXN_105066,2024-08-12,Customer_041,Gadget Y,Electronics,3,1848.59,5545.78,South,Bob Smith,Q3,August,2024,0.0
TXN_980919,2025-07-11,Customer_047,Gadget Y,Tools,6,22.12,132.69,South,Carol Davis,Q3,July,2025,0.0
TXN_912402,2025-01-09,Customer_040,Gadget Y,Tools,4,63.54,254.15,West,Eva Brown,Q1,January,2025,12.9
TXN_664781,2023-12-16,Customer_026,Gadget X,Electronics,4,383.58,1534.32,East,Alice Johnson,Q4,December,2023,0.0
TXN_132709,2023-10-13,Customer_075,Tool Pro,Accessories,2,229.66,459.33,Central,David Wilson,Q4,October,2023,0.0
TXN_373276,2024-04-28,Customer_070,Widget A,Accessories,1,723.44,723.44,Central,David Wilson,Q2,April,2024,0.0
TXN_334153,2024-02-23,Customer_099,Gadget X,Tools,4,267.91,1071.63,Central,Carol Davis,Q1,February,2024,10.0
TXN_626560,2023-12-25,Customer_002,Gadget Y,Tools,2,160.34,320.69,South,Eva Brown,Q4,December,2023,0.0
TXN_266956,2025-03-03,Customer_023,Widget B,Tools,3,73.45,220.36,Central,Eva Brown,Q1,March,2025,0.0
TXN_606990,2024-02-20,Customer_046,Tool Lite,Accessories,3,9.48,28.45,North,Bob Smith,Q1,February,2024,0.0
TXN_487380,2024-05-18,Customer_030,Widget A,Tools,1,513.95,513.95,North,Bob Smith,Q2,May,2024,0.0
TXN_576728,2024-09-27,Customer_006,Gadget Y,Tools,6,131.18,787.09,North,Carol Davis,Q3,September,2024,19.4
TXN_376106,2025-07-03,Customer_075,Gadget X,Accessories,2,590.58,1181.15,Central,Eva Brown,Q3,July,2025,13.1
TXN_976052,2024-10-02,Customer_010,Tool Pro,Accessories,9,309.34,2784.02,Central,Carol Davis,Q4,October,2024,0.0
TXN_470040,2024-05-09,Customer_045,Tool Pro,Tools,2,1847.57,3695.13,West,David Wilson,Q2,May,2024,0.0
TXN_561267,2023-09-30,Customer_022,Tool Pro,Electronics,2,170.31,340.61,South,Alice Johnson,Q3,September,2023,0.0
TXN_295984,2024-07-07,Customer_021,Widget B,Electronics,1,286.85,286.85,East,Eva Brown,Q3,July,2024,0.0
TXN_534753,2024-01-23,Customer_043,Tool Lite,Electronics,5,127.3,636.5,North,David Wilson,Q1,January,2024,0.0
TXN_269078,2025-01-26,Customer_083,Widget B,Accessories,4,18.95,75.81,West,Alice Johnson,Q1,January,2025,2.6
TXN_760120,2025-05-22,Customer_066,Widget B,Electronics,3,327.55,982.64,North,Eva Brown,Q2,May,2025,3.3
TXN_728471,2024-03-26,Customer_073,Tool Pro,Tools,3,573.28,1719.83,North,Carol Davis,Q1,March,2024,0.0
TXN_594312,2024-05-02,Customer_062,Gadget Y,Accessories,3,230.11,690.34,South,Bob Smith,Q2,May,2024,0.0
TXN_960307,2025-05-31,Customer_099,Widget B,Accessories,1,202.49,202.49,South,Eva Brown,Q2,May,2025,0.0
TXN_818894,2024-06-20,Customer_044,Widget B,Accessories,7,94.22,659.54,West,Eva Brown,Q2,June,2024,0.0
TXN_238635,2024-05-16,Customer_014,Gadget Y,Tools,1,252.36,252.36,North,Bob Smith,Q2,May,2024,0.0
TXN_966662,2025-02-21,Customer_020,Tool Lite,Tools,2,245.97,491.93,Central,Alice Johnson,Q1,February,2025,18.0
TXN_627778,2025-05-30,Customer_097,Widget A,Accessories,3,286.63,859.88,North,Alice Johnson,Q2,May,2025,0.0
TXN_967719,2024-02-04,Customer_001,Tool Pro,Accessories,2,312.61,625.23,West,Eva Brown,Q1,February,2024,0.0
TXN_549793,2023-11-07,Customer_030,Tool Lite,Accessories,3,471.26,1413.77,West,David Wilson,Q4,November,2023,0.0
TXN_546157,2025-09-06,Customer_018,Tool Pro,Electronics,1,233.04,233.04,East,David Wilson,Q3,September,2025,0.0
TXN_670143,2023-12-18,Customer_053,Gadget X,Accessories,1,976.95,976.95,East,Bob Smith,Q4,December,2023,14.9
TXN_223552,2023-10-01,Customer_067,Tool Pro,Accessories,8,199.99,1599.94,North,David Wilson,Q4,October,2023,0.0
TXN_479867,2025-08-28,Customer_014,Gadget X,Tools,3,788.52,2365.56,South,David Wilson,Q3,August,2025,0.0
TXN_544136,2024-06-09,Customer_073,Gadget X,Accessories,3,57.55,172.64,East,Eva Brown,Q2,June,2024,13.6
